pdbID,start1,end1,start2,end2,mean.length,linker.length,ChainLength,repeat_cover,secondary.structure,CATH.codes,PfamFamily,PfamCL,Pfam2ratio,CE.Symm,CE.Symm_repeat,couple.count,symmetry,total_symmetry,swapping,cluster,foldseek_cluster
5l24.A,95,221,253,413,144.0,31,420,0.759523809523809,Mainly Alpha,-,Nucleos_tra2_C;Gate,0,3.50877192982456,C2,C2,506,C2,C2,0,83,99
3b9w.A,0,157,164,307,151.0,6,362,0.850828729281768,Mainly Alpha,1.10.3430.10,Ammonium_transp,0,2.71739130434783,C2,C2,900,C2,C2,0,83,99
1vqr.A,4,101,102,241,119.0,0,284,0.838028169014085,Mainly Alpha,1.10.3210.10,HDOD,237,0.0,C1,C1,48,C2,C2,1,90,99
5f9p.A,114,163,165,221,53.5,1,241,0.448132780082988,Alpha Beta,-,ABM,32,0.699300699300699,D2,R,212,C2,C2,1,8,100
3x0t.A,1,56,58,111,55.0,1,112,0.991071428571429,Mainly Beta,-,-,0,,R,R,101,C2,C2,1,17,100
4z3u.A,28,80,92,148,55.0,11,168,0.720238095238095,Alpha Beta,-,Herpes_U34,0,0.0,C2,C2,80,C2,C2,1,18,100
1j5y.A,48,92,95,159,55.0,2,172,0.651162790697674,Alpha Beta,1.10.10.10;3.30.1340.20,3H,0,0.0477783086478739,C1,C1,87,C2,C2,1,18,100
2qsd.A,1,69,73,127,62.0,3,146,0.86986301369863,Alpha Beta,3.10.20.10;3.50.100.10,DUF1543,0,0.0,C2,C2,92,C2,C2,0,94,100
1f2d.A,39,166,167,323,142.5,0,341,0.835777126099707,Alpha Beta,3.40.50.1100,PALP,63,0.75,C1,C2,96,C2,C2,0,42,101
2qv6.A,1,122,130,247,120.0,7,254,0.97244094488189,Alpha Beta,3.30.70.1230;3.30.70.270,GCH_III,276,0.0,C2,C2,274,C2,C2,0,53,101
4c98.A,5,86,111,240,106.0,24,242,0.975206611570248,Alpha Beta,3.30.70.1890;3.30.70.1900,CRISPR_Cas6,362,0.0,C1,C1,0,else,else,0,75,101
2pfy.A,1,127,136,213,102.5,8,302,0.705298013245033,Alpha Beta,3.40.190.170,DctP,177,0.0,C2,C2,328,C2,C2,0,41,102
2dvz.A,1,106,120,232,109.5,13,301,0.770764119601329,Alpha Beta,3.40.190.150;3.40.190.10,TctC,177,0.0,C1,C2,12,C2,C2,0,41,102
2reg.A,1,102,112,219,105.0,9,290,0.755172413793103,Alpha Beta,3.40.190.10;3.40.190.100,OpuAC,177,2.63157894736842,C2,C2,501,C2,C2,1,48,102
6eyg.A,4,130,134,236,115.0,3,280,0.832142857142857,Alpha Beta,3.40.190.10;3.40.190.120,OpuAC,177,2.63157894736842,C2,C2,749,C2,C2,1,48,102
1ggg.A,18,99,110,194,83.5,10,220,0.804545454545455,Alpha Beta,3.40.190.10,SBP_bac_3;Lig_chan-Glu_bd,177,7.99475753604194,C2,C2,673,C2,C2,1,68,102
3iwg.A,3,117,138,259,118.5,20,268,0.958955223880597,Alpha Beta,3.40.630.80;3.40.630.30,Acetyltransf_19;Acetyltransf_1;Acetyltransf_3,257,0.0,C1,C1,0,else,else,0,75,102
1xkr.A,1,92,99,198,96.0,6,205,0.965853658536585,Alpha Beta,3.40.1550.10,CheC;CheX,355,17.6470588235294,C2,C2,961,C2,C2,1,80,102
2vm9.A,170,214,222,240,32.0,7,252,0.281746031746032,Mainly Beta,2.60.40.2080,H_lectin,0,16.9491525423729,C1,C1,32,C2,C2,1,4,103
1l1t.A,56,92,93,129,37.0,0,259,0.285714285714286,Mainly Beta,3.20.190.10,Fapy_DNA_glyco,0,0.0,C1,C2,223,C2,C2,1,4,103
2vpw.B,2,78,79,143,71.0,0,194,0.731958762886598,Alpha Beta,3.30.70.20,Fer4_11;Fer4_7;Fer4;Fer4_10;Fer4_6;Fer4_9;Fer4_3,344,0.0,C2,C2,454,C2,C2,1,68,104
1zso.A,1,81,88,153,73.5,6,156,0.980769230769231,Mainly Beta,-,DUF866,0,0.0,C2,C2,421,C2,C2,1,61,105
2wnx.A,7,67,68,150,72.0,0,157,0.917197452229299,Mainly Beta,2.60.40.710,CBM_3,203,0.514579759862779,C2,C2,277,C2,C2,1,61,105
5jsq.A,31,75,76,120,45.0,0,173,0.520231213872832,Alpha Beta,3.40.50.2020,Pribosyltran,533,0.0,C1,C2,143,C2,C2,0,10,106
1dpt.A,0,45,54,102,47.5,8,117,0.88034188034188,Alpha Beta,3.30.429.10,MIF,82,0.0,C2,C2,113,C2,C2,1,18,106
5j78.A,115,173,174,215,50.5,0,453,0.222958057395143,Alpha Beta,3.40.605.10,Aldedh,99,4.03337969401947,C1,C2,12,C2,C2,0,24,106
4q6r.A,119,157,158,218,50.0,0,443,0.225733634311512,Mainly Alpha,6.10.140.2150;3.90.1150.10;3.40.640.10,-,0,,C1,C1,10,C2,C2,1,29,106
1kyv.A,1,47,61,110,48.5,13,147,0.748299319727891,Alpha Beta,3.40.50.960,DMRL_synthase,0,0.0,C1,C1,13,C2,C2,0,34,106
1oft.A,15,66,67,118,52.0,0,119,0.873949579831933,Alpha Beta,3.40.50.300,SulA,23,0.0,C1,C2,169,C2,C2,0,34,106
2wte.A,9,61,72,117,49.5,10,212,0.514150943396226,Alpha Beta,3.40.50.11700,-,0,,C1,C2,35,C2,C2,0,34,106
3b48.A,1,52,58,104,49.5,5,129,0.806201550387597,Alpha Beta,3.40.50.510,EIIA-man,245,0.0,C2,C2,104,C2,C2,1,34,106
3a1f.A,29,103,104,161,66.5,0,163,0.815950920245399,Alpha Beta,3.40.50.80,NAD_binding_6,91,0.28328611898017,C2,C2,73,C2,C2,0,46,106
3fes.A,7,63,78,139,59.5,14,142,0.936619718309859,Mainly Alpha,1.10.1780.10,Clp_N,0,7.10659898477157,C2,C2,138,C2,C2,0,49,106
5gaf.i,92,154,155,212,60.5,0,398,0.304020100502513,Alpha Beta,-,SRP54;Zeta_toxin,23,5.10948905109489,C1,C2,263,C2,C2,0,54,106
1gz0.A,68,129,141,199,60.5,11,242,0.545454545454545,Alpha Beta,3.30.1330.30;3.40.1280.10,SpoU_methylase,98,0.0,C1,C1,1,C2,C2,1,68,106
1qam.A,11,72,74,145,67.0,1,235,0.574468085106383,Alpha Beta,3.40.50.150;1.10.8.100,RrnaAD;Methyltransf_25;Methyltransf_11,63,1.12359550561798,C1,C2,137,C2,C2,0,94,106
3l4b.C,1,66,67,132,66.0,0,216,0.611111111111111,Alpha Beta,3.40.50.720;3.30.70.1450,TrkA_N;NAD_binding_7,63,0.900900900900901,C1,C2,56,C2,C2,0,94,106
2okk.A,154,218,221,279,62.0,2,483,0.260869565217391,Mainly Alpha,3.90.1150.170;3.40.640.10,Pyridoxal_deC,61,2.42718446601942,C1,C2,180,C2,C2,0,99,106
3wa8.A,1,79,81,175,87.0,1,179,0.977653631284916,Mainly Alpha,1.10.520.40,CRISPR_Cse2,0,0.0,C1,C1,0,else,else,0,62,107
2p0t.A,0,73,74,147,74.0,0,148,1.0,Mainly Alpha,1.10.60.30,DUF615,0,0.0,C1,C1,0,else,else,0,62,107
6gml.W,182,281,282,368,93.5,0,538,0.347583643122677,Mainly Alpha,-,TH1,0,1.96078431372549,C1,C1,0,else,else,0,81,107
2wzf.A,280,369,379,446,79.0,9,516,0.323643410852713,Mainly Alpha,1.20.120.990,Glyco_transf_88,110,0.0,C1,C1,0,else,else,1,88,107
2x24.A,0,320,321,604,302.5,0,654,0.925076452599388,Alpha Beta,3.90.226.10;2.40.460.10,Carboxyl_trans,127,5.11627906976744,C1,C1,0,else,else,0,45,108
5cf3.A,0,147,148,315,158.0,0,316,1.0,Mainly Beta,2.60.40.1280;2.60.40.1290,SdrG_C_C;Big_8,204,0.0,C1,C1,0,else,else,0,40,109
4m4d.A,15,224,256,445,200.0,31,448,0.962053571428571,Alpha Beta,3.15.20.10;3.15.10.10,LBP_BPI_CETP_C;LBP_BPI_CETP,648,6.77966101694915,C1,C1,38,C2,C2,0,52,109
2xe4.A,85,261,262,458,187.0,0,721,0.51872399445215,Mainly Beta,3.40.50.1820;2.130.10.120,Peptidase_S9_N,186,5.95238095238095,C1,C1,20,C2,C2,0,83,109
4r7f.A,0,136,137,396,198.5,0,397,1.0,Mainly Beta,-,DUF5103,0,0.0,C1,C1,34,C2,C2,0,86,109
6dtk.A,0,155,159,311,154.5,3,312,1.0,Mainly Beta,-,Sod_Cu,0,6.03448275862069,C2,R,181,C2,C2,0,86,109
2ich.A,0,190,191,319,160.0,0,320,1.0,Mainly Beta,2.40.370.10,CrtC;Lipocalin_9,116,0.0,C2,C2,807,C2,C2,0,86,109
4qmg.A,1,149,175,305,140.0,25,311,0.980707395498392,Mainly Beta,2.40.50.90,SNase,49,25.9259259259259,C2,C2,22,C2,C2,0,86,109
1wkr.A,1,162,172,329,160.0,9,340,0.967647058823529,Mainly Beta,2.40.70.10,Asp,129,0.99866844207723,C1,R,127,C2,C2,0,86,109
1e5m.A,69,241,269,409,157.0,27,411,0.829683698296837,Alpha Beta,3.40.47.10,ketoacyl-synt;Ketoacyl-synt_C,46,20.4456415279138,C2,C2,52,C2,C2,0,42,110
4krg.A,0,260,261,465,233.0,0,467,0.997858672376874,Alpha Beta,3.40.50.150;3.40.50.12180,Methyltransf_11;Methyltransf_25;Methyltransf_PK;Methyltransf_31;NodS,63,0.286532951289398,C1,C1,0,else,else,0,45,110
2d1q.A,5,162,165,342,168.0,2,531,0.63653483992467,Alpha Beta,2.30.38.10;3.40.50.980,AMP-binding,378,33.6514223982715,C2,C2,1172,C2,C2,1,48,110
3uk7.A,1,190,192,382,190.5,1,386,0.989637305699482,Alpha Beta,3.40.50.880,DJ-1_PfpI,14,1.49253731343284,C2,C2,48,C2,C2,0,52,110
4g65.A,1,224,233,449,220.5,8,459,0.978213507625272,Alpha Beta,3.40.50.720;3.30.70.1450,TrkA_N;TrkA_C;F420_oxidored,63,0.900900900900901,C2,C2,163,C2,C2,1,57,110
2xzl.A,322,536,577,739,189.0,40,756,0.552910052910053,Alpha Beta,2.40.30.230;3.40.50.300;6.10.140.1240,AAA_11;AAA_12;AAA_30;AAA_19;ResIII,23,6.64112388250319,C1,C1,0,else,else,0,60,110
2y8n.B,0,41,42,85,43.0,0,86,1.0,Mainly Beta,2.20.70.100,4HPAD_g_N;HPIP_like,0,0.0,C1,C1,0,else,else,0,11,111
2ya1.A,449,618,619,737,144.5,0,981,0.294597349643221,Alpha Beta,2.60.40.10;3.20.20.80,Alpha-amylase;CBM_48,58,5.62248995983936,C1,C1,31,C2,C2,0,96,112
6kpl.A,19,155,157,290,135.5,1,294,0.925170068027211,Alpha Beta,-,Glyco_hydro_18,58,6.56084656084656,C2,C2,669,C2,C2,0,97,112
2gu3.A,0,63,64,127,64.0,0,128,1.0,Alpha Beta,3.10.450.40,DUF5590,0,0.0,C1,C1,0,else,else,0,45,113
2z51.A,1,75,81,153,74.0,5,154,0.993506493506494,Alpha Beta,3.30.300.130,NifU,232,0.0,R,R,0,else,else,0,45,113
1k0r.A,177,254,256,321,72.0,1,326,0.44478527607362,Alpha Beta,2.40.50.140;3.30.300.20,KH_5,7,0.0,C1,C1,4,C2,C2,0,54,113
2ycb.A,1,69,69,136,68.5,1,634,0.214511041009464,Alpha Beta,3.30.300.230;3.30.300.20,KH_7,7,0.0,C1,C1,0,else,else,0,67,113
2yre.A,26,62,63,99,37.0,0,100,0.74,Alpha Beta,3.30.40.150,zf-TRAF_2;zf-TRAF,389,2.63157894736842,C1,C1,0,else,else,0,31,114
6hwi.A,14,97,118,198,82.5,20,200,0.925,Mainly Alpha,-,Gag_p24;Gag_p24_C,148,0.0,C1,C1,0,else,else,0,62,115
2yrq.A,10,94,96,171,80.5,1,173,0.936416184971098,Mainly Alpha,1.10.30.10,HMG_box;HMG_box_2,114,4.81203007518797,C1,C1,0,else,else,0,62,115
1jju.A,10,98,99,186,88.5,0,489,0.361963190184049,Mainly Alpha,2.40.128.120,Dehyd-heme_bind,318,0.0,C1,C2,26,C2,C2,0,99,115
2ysm.A,0,53,54,100,50.5,0,111,0.90990990990991,Alpha Beta,3.30.40.10,PHD,390,4.74205315268369,C1,R,0,else,else,0,2,116
3vth.A,102,148,149,196,47.5,0,753,0.126162018592297,Mainly Alpha,3.90.870.50,zf-HYPF,0,0.0,C1,C1,38,C2,C2,0,29,116
2z86.A,80,305,331,531,213.5,25,580,0.779310344827586,Alpha Beta,3.90.550.10,Glycos_transf_2;Glyco_tranf_2_3;Glyco_tranf_2_2;Glyco_transf_7C,110,3.06923625981442,C1,C1,0,else,else,0,89,117
2zcm.A,25,80,87,134,52.0,6,177,0.621468926553672,Mainly Alpha,1.10.357.10,TetR_C_37;TetR_N,174,0.0,C1,C1,0,else,else,0,25,118
2ze5.A,152,183,184,215,32.0,0,227,0.281938325991189,Mainly Alpha,1.10.287.890,IPT,23,0.0,C1,C1,8,C2,C2,0,1,119
2h1y.A,12,41,42,71,30.0,0,310,0.193548387096774,Mainly Alpha,3.40.366.10,-,0,,C1,C2,64,C2,C2,0,1,119
3idw.A,0,31,32,63,32.0,0,66,0.96969696969697,Mainly Alpha,1.10.150.50,SAM_4,3,0.0,C2,C1,35,C2,C2,0,19,119
1skv.A,1,31,34,62,30.0,2,64,0.96875,Mainly Alpha,1.10.287.660,-,0,,C2,C2,166,C2,C2,0,19,119
3hef.A,31,64,65,98,34.0,0,123,0.552845528455285,Mainly Alpha,1.10.10.60,-,0,,C1,C1,14,C2,C2,0,0,120
3mli.A,9,48,49,88,40.0,0,91,0.879120879120879,Mainly Alpha,1.10.3350.10,DUF2018,0,0.0,C1,C1,154,C2,C2,0,0,120
2zop.A,39,70,71,102,32.0,0,113,0.566371681415929,Mainly Alpha,1.10.520.30,Cas_Cmr5,0,0.0,C1,C2,42,C2,C2,0,0,120
4b3h.A,513,550,550,581,35.0,1,729,0.0946502057613169,Mainly Alpha,1.10.1040.50,3HCDH,106,1.10497237569061,C1,C2,62,C2,C2,0,1,120
3dde.A,31,62,63,94,32.0,0,232,0.275862068965517,Mainly Alpha,1.20.910.10,-,0,,C2,C2,92,C2,C2,0,1,120
2uwj.E,2,33,34,65,32.0,0,70,0.914285714285714,Mainly Alpha,1.20.5.420,T3SS_needle_E,0,0.0,C1,C2,72,C2,C2,0,19,120
4xoh.C,7,48,49,90,42.0,0,268,0.313432835820896,Mainly Beta,-,-,0,,C1,C2,72,C2,C2,1,4,121
1pm4.A,1,49,55,100,47.5,5,117,0.854700854700855,Mainly Beta,2.60.120.510,YpM,202,0.0,C2,C2,82,C2,C2,1,6,121
1zvf.A,24,73,74,123,50.0,0,176,0.568181818181818,Mainly Beta,2.60.120.10,3-HAO,29,0.0,C1,C2,82,C2,C2,1,6,121
2xbz.A,29,79,80,130,51.0,0,132,0.772727272727273,Mainly Beta,2.60.40.2380,7TMR-DISMED2,202,0.0,C2,C2,88,C2,C2,1,6,121
3esm.A,1,47,52,102,49.0,4,137,0.744525547445255,Mainly Beta,2.60.40.2230,DUF1775,0,0.0,C2,C2,44,C2,C2,1,6,121
4nlh.A,2,47,51,100,48.0,3,115,0.860869565217391,Mainly Beta,2.60.40.2840,SKICH,159,0.0,C1,C2,165,C2,C2,1,6,121
3am2.A,184,232,233,285,51.0,0,286,0.356643356643357,Alpha Beta,2.170.15.20;2.60.120.1050,Clenterotox,202,0.0,C1,C2,57,C2,C2,1,8,121
2c45.A,5,47,50,88,41.0,2,114,0.736842105263158,Mainly Beta,2.40.40.20,Asp_decarbox,332,0.0,C2,C2,201,C2,C2,1,13,121
1x5f.A,27,68,69,108,41.0,0,120,0.683333333333333,Mainly Beta,2.60.40.10,fn3,159,47.4021352313167,C1,C2,159,C2,C2,1,13,121
3m7o.A,54,102,103,136,41.5,0,137,0.605839416058394,Mainly Beta,2.60.40.770,-,0,,C1,C2,20,C2,C2,0,13,121
4xed.A,5,50,51,96,46.0,0,97,0.948453608247423,Mainly Beta,-,PKD,159,5.2204764318297,C1,C1,135,C2,C2,1,17,121
4llf.A,188,231,235,278,44.0,3,289,0.314878892733564,Alpha Beta,2.60.120.20,Viral_coat,55,0.0,C1,C2,208,C2,C2,1,21,121
6f72.A,164,234,234,271,54.5,1,548,0.197080291970803,Alpha Beta,-,FAD_binding_4,77,1.26939351198872,C1,C2,91,C2,C2,0,24,121
5h3k.A,94,145,146,200,53.5,0,535,0.2,Mainly Beta,-,-,0,,C1,C1,107,C2,C2,1,30,121
3kpt.A,243,287,289,334,45.5,1,350,0.262857142857143,Mainly Beta,2.60.40.10;2.60.40.740,-,0,,C1,C1,120,C2,C2,1,30,121
1bp1.A,44,94,95,146,51.5,0,456,0.225877192982456,Mainly Beta,3.15.10.10,LBP_BPI_CETP,648,7.14285714285714,R,C1,2,C2,C2,1,30,121
6mwy.A,1,49,58,119,55.5,8,140,0.85,Alpha Beta,-,Hom_end_hint,363,1.44927536231884,C2,C2,52,C2,C2,0,42,121
2yuj.A,0,68,69,113,57.0,0,190,0.6,Alpha Beta,2.40.40.50,UFD1,402,0.0,C1,C2,146,C2,C2,1,48,121
1z0s.A,100,143,144,224,62.5,0,249,0.502008032128514,Mainly Beta,3.40.50.10330;2.60.200.30,NAD_kinase_C,701,0.0,C1,D2,198,C2,C2,1,68,121
4qvz.A,0,58,59,117,59.0,0,194,0.608247422680412,Mainly Beta,2.30.30.140,Tudor_FRX1;Agenet,49,0.0,C1,R,57,C2,C2,0,70,121
4knc.B,308,358,361,418,54.5,2,419,0.26491646778043,Alpha Beta,2.60.120.1380,CBM_26,202,0.0,C1,C2,131,C2,C2,1,8,122
2x4j.A,1,53,54,106,53.0,0,109,0.972477064220184,Mainly Beta,2.30.30.600,DUF5607;DUF5608,0,0.0,C1,C1,5,C2,C2,0,17,122
4csb.A,3,55,63,112,51.5,7,113,0.973451327433628,Mainly Beta,2.40.128.480,R_equi_Vir,0,0.0,C2,R,59,C2,C2,1,17,122
1jsg.A,7,57,58,108,51.0,0,111,0.918918918918919,Mainly Beta,2.40.15.10,TCL1_MTCP1,0,0.0,C2,C2,94,C2,C2,1,17,122
2fiy.A,153,199,200,246,47.0,0,285,0.329824561403509,Alpha Beta,3.90.1670.10,FdhE,0,0.0,C1,C1,59,C2,C2,0,24,122
2qt9.A,364,412,417,459,46.0,4,728,0.131868131868132,Mainly Beta,2.140.10.30,DPPIV_N,186,2.64900662251656,C1,C1,14,C2,C2,0,30,122
1q12.A,247,290,291,344,49.0,0,367,0.267029972752044,Mainly Beta,2.40.50.140;2.40.50.100,TOBE_2,21,0.0,C1,C2,0,else,C2,0,30,122
3tre.A,6,55,56,92,43.5,0,129,0.674418604651163,Mainly Beta,2.30.30.30;2.40.50.140,EFP_N;EFP,107,0.0,C1,C1,0,else,else,0,31,122
3cm1.A,6,64,65,110,52.5,0,137,0.766423357664234,Mainly Beta,2.30.31.20,SsgA,609,0.0,C2,C2,296,C2,C2,0,33,122
1dzj.A,6,64,65,111,53.0,0,148,0.716216216216216,Mainly Beta,2.40.128.20,Lipocalin,116,8.95522388059701,C1,C2,204,C2,C2,0,33,122
3luu.A,1,39,49,86,38.5,9,89,0.966292134831461,Alpha Beta,3.30.2020.30,GBBH-like_N,0,0.0,C2,C2,94,C2,C2,0,37,122
1yem.A,1,62,69,129,61.5,6,163,0.791411042944785,Mainly Beta,2.40.320.10,CYTH,273,0.0,C2,C2,681,C2,C2,1,68,122
3od9.A,1,56,57,112,56.0,0,122,0.918032786885246,Mainly Beta,2.40.128.460,PliI,0,0.0,C1,C1,0,else,else,1,71,122
2p12.A,0,42,43,110,55.5,0,166,0.668674698795181,Mainly Beta,2.40.380.10,DUF402,0,0.0,C1,C2,92,C2,C2,1,71,122
1u7i.A,3,66,76,132,60.5,9,134,0.970149253731343,Alpha Beta,3.30.720.100;3.30.720.110,3-dmu-9_3-mt,104,5.55555555555556,C2,C2,32,C2,C2,0,77,122
3b2m.A,175,234,235,293,59.5,0,294,0.404761904761905,Mainly Beta,2.60.40.1140,DUF5979,287,51.8348623853211,C1,C2,141,C2,C2,0,91,122
3tee.A,55,103,104,135,40.5,0,206,0.393203883495146,Alpha Beta,-,SAF;ChapFlgA,489,0.0,C1,C1,0,else,else,0,3,123
5w0w.B,119,148,149,184,33.0,0,216,0.305555555555556,Alpha Beta,-,TIP41,0,0.0,C1,C1,0,else,else,0,3,123
6pai.C,54,99,102,141,43.0,2,401,0.219451371571072,Mainly Beta,-,DCAF15_WD40,0,0.0,C1,C2,77,C2,C2,0,4,123
2cay.A,39,74,75,110,36.0,0,132,0.545454545454545,Alpha Beta,2.30.29.30,Vps36_ESCRT-II,266,0.0,C1,C2,59,C2,C2,0,10,123
3ip3.A,193,240,242,270,38.5,1,328,0.23780487804878,Mainly Beta,3.30.360.10,-,0,,C1,C1,0,else,else,0,11,123
3dcx.A,32,67,68,103,36.0,0,117,0.615384615384615,Mainly Beta,2.30.29.50,bPH_1;bPH_3,266,33.3333333333333,C1,C1,34,C2,C2,0,13,123
3mx7.A,3,45,48,89,42.5,2,90,0.966666666666667,Mainly Beta,2.40.128.180,FAIM1,0,5.26315789473684,C2,C2,60,C2,C2,0,32,123
3dwl.D,23,123,137,252,108.5,13,272,0.845588235294118,Alpha Beta,3.30.1460.20,P34-Arc,0,0.0,C1,C1,1,C2,C2,0,41,124
4fz2.A,1,99,123,226,101.5,23,386,0.585492227979275,Alpha Beta,3.40.1170.20,-,0,,C1,C2,0,else,C2,0,41,124
3ddd.A,12,141,150,259,120.0,8,281,0.882562277580071,Alpha Beta,3.40.630.30;3.40.630.90,Acetyltransf_18;Acetyltransf_1;Acetyltransf_10,257,0.0,C2,C2,37,C2,C2,0,41,124
1sq1.A,0,89,90,274,137.5,0,288,0.954861111111111,Alpha Beta,3.60.150.10,Chorismate_synt,0,4.44444444444444,C2,C2,65,C2,C2,0,52,124
3dzz.A,87,141,142,242,78.0,0,386,0.404145077720207,Alpha Beta,3.40.640.10,Aminotran_1_2,61,0.809716599190283,C1,C2,178,C2,C2,1,79,125
1qyd.A,1,62,71,158,75.0,8,312,0.506410256410256,Alpha Beta,3.40.50.720;3.90.25.10,NmrA;NAD_binding_10;Epimerase,63,0.657894736842105,C1,C2,173,C2,C2,0,94,125
3ffe.A,486,512,513,549,32.0,0,574,0.111498257839721,Mainly Alpha,-,FhuF,0,0.0,C1,C1,39,C2,C2,0,5,126
3gku.A,91,124,125,158,34.0,0,206,0.330097087378641,Alpha Beta,3.30.300.20;3.30.1370.50,KH_4,7,0.0,C1,C1,0,else,else,0,3,127
5x89.A,1,164,168,336,166.5,3,337,0.997032640949555,Alpha Beta,3.40.1350.10,tRNA_int_endo;tRNA_int_endo_N,236,0.0,C2,C2,335,C2,C2,0,52,128
3ib5.A,59,216,219,336,138.0,2,342,0.812865497076023,Alpha Beta,3.10.570.10,CamS,0,0.0,C1,C1,0,else,else,0,60,128
4le5.A,0,107,108,231,116.0,0,388,0.597938144329897,Alpha Beta,3.30.300.10,S-AdoMet_synt_N;S-AdoMet_synt_M,0,0.0,C1,C1,0,else,else,1,73,128
6gzb.A,1,137,147,282,136.5,9,287,0.982578397212544,Alpha Beta,-,Germane,0,4.16666666666667,C2,C2,181,C2,C2,0,97,128
3ihp.A,0,116,117,225,113.0,0,673,0.335809806835067,Alpha Beta,3.30.40.10,zf-UBP_var,229,0.0,C1,C1,0,else,else,0,51,129
6muk.A,0,88,89,199,100.0,0,363,0.550964187327824,Alpha Beta,-,-,0,,C1,C1,0,else,else,0,73,129
3j3i.A,118,463,531,883,349.5,67,982,0.780040733197556,Mainly Alpha,-,-,0,,C1,C1,0,else,else,0,59,130
3lp8.A,8,102,103,177,85.0,0,421,0.403800475059382,Alpha Beta,3.40.50.20;3.30.1490.20,GARS_N;GARS_A,483,0.0,C1,C1,0,else,else,0,67,131
1nrz.A,3,66,77,146,67.0,10,163,0.883435582822086,Alpha Beta,3.40.35.10,PTSIIB_sorb,0,0.0,C2,C2,195,C2,C2,0,94,131
4p37.A,24,198,210,383,174.5,11,498,0.72289156626506,Alpha Beta,-,Poly_A_pol_cat,0,0.0,C1,C2,18,C2,C2,0,42,132
3mkt.A,1,214,226,443,216.0,11,460,0.96304347826087,Mainly Alpha,-,MatE;Polysacc_synt_C,222,7.83582089552239,C2,C2,738,C2,C2,0,49,132
6nf6.A,0,209,210,410,205.5,0,411,1.0,Mainly Alpha,-,Otopetrin,0,27.5862068965517,C2,C2,140,C2,C2,0,49,132
1kpl.A,1,208,216,414,203.5,7,430,0.962790697674419,Mainly Alpha,1.10.3080.10,Voltage_CLC,0,3.24324324324324,C2,C2,378,C2,C2,0,49,132
2jln.A,17,184,196,379,176.0,11,464,0.782327586206897,Mainly Alpha,1.10.4160.10,Transp_cyt_pur,62,2.04081632653061,C2,C2,2754,C2,C2,1,55,132
2xq2.A,22,174,210,411,177.5,35,538,0.724907063197026,Mainly Alpha,1.20.1730.10,SSF,62,1.77777777777778,C2,C2,2320,C2,C2,1,55,132
3gi8.C,0,173,174,366,183.5,0,435,0.84367816091954,Mainly Alpha,1.20.1740.10,AA_permease_2;AA_permease,62,1.73913043478261,C2,C2,2428,C2,C2,1,55,132
3bo0.A,17,197,203,434,206.5,5,442,0.945701357466063,Mainly Alpha,-,SecY;Plug_translocon,376,3.03030303030303,C2,C2,425,C2,C2,1,58,132
5a1s.A,30,215,247,419,179.5,31,433,0.900692840646651,Mainly Alpha,-,2HCT,0,0.0,C2,C2,1594,C2,C2,1,58,132
7jsj.A,18,217,245,450,203.0,27,468,0.925213675213675,Mainly Alpha,-,Na_sulph_symp;CitMHS,182,3.125,C2,C2,1217,C2,C2,1,58,132
4he8.L,69,257,258,513,222.5,0,605,0.735537190082645,Mainly Alpha,-,Proton_antipo_M;Proton_antipo_N,425,6.52173913043478,C1,C1,0,else,else,0,59,132
5lj3.H,0,171,172,366,183.5,0,399,0.919799498746867,Mainly Alpha,-,MA3,20,7.84313725490196,C1,C1,0,else,else,0,72,132
1mow.A,1,97,98,194,97.0,0,248,0.782258064516129,Alpha Beta,3.10.28.10,LAGLIDADG_1;LAGLIDADG_3,324,7.14285714285714,C2,C2,29,C2,C2,0,41,133
4b28.A,198,305,306,417,110.0,0,437,0.503432494279176,Alpha Beta,3.40.350.10;3.90.230.10,Peptidase_M24,0,0.717703349282297,C1,C2,401,C2,C2,0,41,133
4e0b.A,80,183,189,268,92.0,5,305,0.619672131147541,Alpha Beta,3.40.50.720;3.90.110.10,Ldh_1_C;Ldh_1_N,63,1.48148148148148,C1,C1,11,C2,C2,0,41,133
5xxu.H,4,85,107,176,76.0,21,177,0.977401129943503,Alpha Beta,-,Ribosomal_S7e,652,2.77777777777778,C1,C1,0,else,else,0,45,133
1qqg.A,1,102,103,201,100.5,0,207,0.971014492753623,Mainly Beta,2.30.29.30,PH;IRS,266,0.880659365473637,C1,C1,9,C2,C2,0,47,133
6ozd.A,46,139,153,249,95.5,13,520,0.392307692307692,Alpha Beta,-,SPOR,0,2.04081632653061,C1,C1,0,else,else,0,51,133
3ibs.A,1,97,99,204,101.5,1,206,0.990291262135922,Alpha Beta,3.40.50.410,VWA;VWA_2;DUF1194,128,16.4747356051704,C1,C1,212,C2,C2,0,53,133
3mru.A,217,306,311,395,87.5,4,490,0.36530612244898,Alpha Beta,-,M20_dimer,0,0.342465753424658,C1,C2,300,C2,C2,0,54,133
3aaw.A,230,308,310,384,77.0,1,389,0.398457583547558,Alpha Beta,3.40.1160.10;3.30.2130.10,ACT;ACT_7,70,0.53475935828877,C1,C2,311,C2,C2,0,54,133
3few.X,49,142,143,226,89.0,0,433,0.41108545034642,Alpha Beta,4.10.80.380;3.30.1310.40,-,0,,C1,C1,0,else,else,0,67,133
